Phylum	Class	Order	Family	Genus	Sample Size	Min COG %	Max COG %	Average Genome Size	Min Genome Size	Max Genome Size	Average Gene Count	Average Genes in COG	Average CRISPRs	Slope	Intercept	R squared	p-value	Standard Error
Proteobacteria	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Thauera	18	66.0	82.92	4186620.611111111	3059321	5291530	3909.5	70.685	2.2222222222222223	-0.26034346590262686	91.2831884316264	0.48991357385422535	0.0012209554370765706	0.06641234847373965
Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thioalkalivibrio	72	64.14	82.94	2868357.638888889	2629588	3141511	2772.25	70.33097222222221	1.0	-0.40470480358450944	107.28255745801019	0.2656307588100215	3.608757752230273e-06	0.08042802364118282
Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Thioclava	24	67.45	83.08	4106972.7916666665	3653331	4580168	4013.0833333333335	77.20208333333332	0.2916666666666667	-0.04640669401006394	81.36330688780848	0.001879102893668429	0.8406037071107877	0.22802663776176207
Proteobacteria	Betaproteobacteria	Burkholderiales	unclassified	Thiomonas	11	67.18	79.91	3829941.3636363638	3203428	4674432	3718.3636363636365	74.41	0.2727272727272727	-0.13196608576325625	85.22248738802658	0.08060354530749654	0.39751166782888914	0.14856462830421463
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	69	58.14	83.28	7085534.0	5618633	8246414	6673.36231884058	74.58449275362318	0.7971014492753623	-0.17751687147135453	89.83720536766259	0.10495614761975419	0.006615845228308841	0.06333159854467647
Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	1418	23.46	82.62	4764140.349083216	3097087	6658661	4479.406205923837	69.34243300423134	0.6607898448519041	-0.18093207090040864	82.28776509757293	0.07247486146814605	5.741043902352608e-25	0.01720097540748583
Proteobacteria	Gammaproteobacteria	unclassified	unclassified	Wohlfahrtiimonas	12	67.6	84.45	2132391.5833333335	2071321	2182988	2075.1666666666665	80.33583333333333	2.25	-2.034840362281787	279.1035985229099	0.35620869037199304	0.04048638751906844	0.8650687887639524
Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	40	33.09	71.66	1265419.225	1019510	1542137	1322.425	57.64650000000004	0.725	-0.17113808595159788	71.68944327241059	0.03682312375049625	0.2355356466064926	0.1419866727280632
Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Xanthobacter	9	68.64	83.19	5394369.777777778	4916900	5766685	5056.333333333333	77.31888888888889	0.4444444444444444	-0.11347141851756912	87.93342376798753	0.010997710848634703	0.7883089251075716	0.40671010597814616
Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	483	52.97	78.5	5053535.229813664	4328441	5710499	4448.548654244307	66.07612836438919	0.6811594202898551	-0.3925526688569612	100.8152771082386	0.07905428560112505	3.162667985967237e-10	0.06109134722836763
Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Xenorhabdus	29	44.1	74.2	4338738.448275862	3561198	5119810	4137.586206896552	63.94586206896552	2.6206896551724137	-0.16090821277662914	77.58188858981912	0.044230851745741956	0.2734959258857911	0.14394950690209865
Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xylella	51	50.91	69.7	2598094.9215686275	2387314	2824527	2597.2549019607845	60.76901960784314	0.09803921568627451	-0.3089357467964658	89.18596852859727	0.08616739992092577	0.036559774255464896	0.14372487926375432
Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	395	13.07	80.13	4655701.784810127	4000307	5185794	4375.3139240506325	72.48491139240512	1.3772151898734177	-0.061243149687524645	77.98319846874482	0.0015510155291003785	0.4350715490495317	0.0783819582774118
Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Yoonia	9	66.62	78.92	3550436.5555555555	3063691	3987360	3602.3333333333335	70.33	0.4444444444444444	-0.03584592462350478	73.52180312665473	0.005973277515791093	0.8433338815056818	0.17477666612850395
Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Zymomonas	22	62.52	82.36	2097891.3636363638	2008345	2223520	1897.409090909091	74.56727272727271	3.090909090909091	0.07537250348451285	67.45587619763451	0.0022104098266935756	0.835414769351873	0.3580807922486462
